Umpire,Game_ID,Home/Away,Called Ball/Strike,Pitch_X,Pitch_Y,Pitcher_Hand,Batter_Hand,Pitch_Type,Pitch_Speed
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,47,160,R,L,FA,92.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-100,-204,R,L,CU,79.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-176,-86,R,R,CU,77.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,100,60,R,L,CU,77.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,52,-213,R,L,CU,79.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,5,-121,R,L,CU,81.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,-70,-73,R,R,FA,92.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,64,-143,L,L,FA,92.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,147,-104,L,L,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,176,13,L,L,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,-76,-56,L,L,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-147,-165,L,R,CH,88.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-176,-26,L,R,CH,88.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,-29,39,R,L,FA,97.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,35,-30,R,R,CU,84.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-76,-113,L,R,CH,87.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,17,-69,L,R,CH,87.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,47,-43,L,R,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-176,-52,L,R,CT,88.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-135,152,L,R,CT,87.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-105,160,L,R,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,64,-108,L,R,CH,89.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-182,-56,L,R,CH,87.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,105,-91,L,R,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,88,-30,L,R,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-152,100,R,L,CU,82.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,-11,-4,R,L,CU,83.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,129,-8,R,R,FA,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,170,-39,R,R,FA,97.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,47,195,R,L,FA,98.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-211,-39,R,L,FA,98.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-141,-4,R,R,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,-47,-139,R,R,FA,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,11,130,R,L,FA,95.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,11,-82,R,R,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,29,-195,L,R,SI,95.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,17,21,L,R,SI,95.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,-94,-78,L,R,SI,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,158,-200,L,R,SL,80.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,-5,21,L,L,SI,97.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,147,-169,L,L,SI,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,135,-21,L,L,SL,82.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,76,-204,L,L,SI,95.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,23,-73,L,L,SI,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-200,-47,R,R,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-135,-60,R,R,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,-135,-47,R,R,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-76,-134,R,R,FA,95.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Strike,-88,-47,R,R,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,58,113,R,R,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-135,-195,R,R,CU,81.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,-47,-156,R,R,CU,81.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,147,121,R,R,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,200,-30,R,R,FA,93.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,194,117,R,R,FA,94.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,5,204,R,R,FA,95.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Away,Ball,47,217,R,R,FA,95.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,-123,-56,L,R,FA,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-164,-73,L,R,FA,97.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,158,-95,L,R,FA,97.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-152,-156,L,R,FA,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-117,-147,L,R,FA,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,35,-95,L,R,FA,97.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,-100,-78,L,R,FA,96.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Strike,-94,-30,L,R,FA,99.0
Dan Bellino,a2117ef8-5f78-4c49-983a-8f86aa584ef1,Home,Ball,-141,-126,L,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-152,52,L,R,FA,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,76,-4,L,R,FA,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-205,17,L,R,CT,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,176,73,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,147,108,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,17,-139,L,R,CT,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-17,13,L,R,CT,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-147,100,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,105,-13,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,147,-117,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-170,82,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-58,-82,L,R,CT,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,94,43,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,105,39,L,R,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-58,47,R,R,FA,96.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,70,143,R,R,FA,96.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-129,-52,R,R,FA,95.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-135,-26,R,R,FA,96.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-141,-121,R,R,SL,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,100,95,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-147,-34,R,R,FA,96.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-5,160,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-29,104,R,L,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-129,-65,R,L,FA,99.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-88,-26,R,R,SL,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-100,56,L,R,FA,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-64,-191,L,R,CH,83.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,123,-56,L,R,FA,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-164,82,L,R,FA,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-52,-95,L,R,CT,87.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,158,-73,L,R,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-141,-86,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,58,104,R,R,SL,87.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-141,-21,R,R,CU,83.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-82,-217,R,L,CU,85.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-141,-165,R,L,CU,85.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,164,-108,L,R,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,5,-100,L,R,FA,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,41,-200,L,R,CH,85.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-147,-17,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-23,139,R,R,SL,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-47,-95,R,R,SL,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,164,52,R,R,FA,96.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-52,-52,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-158,0,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-123,-143,R,R,CH,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-5,-113,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-58,78,R,R,CU,81.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-129,-139,R,L,FA,99.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-123,-169,R,L,CH,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-5,182,R,L,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-100,-17,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,58,130,R,L,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-158,-169,R,L,SL,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-152,-8,R,R,SL,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,100,-91,L,R,FA,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-117,-39,L,R,CH,82.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,70,-17,L,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,176,-56,L,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,200,-56,L,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-158,-143,R,R,CU,84.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-64,-26,R,R,CU,83.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,182,130,R,L,SL,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,52,69,R,L,CU,83.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-152,-8,L,R,CH,84.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,58,43,L,R,FA,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,47,-152,L,R,CH,87.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-135,73,L,R,CT,87.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,100,134,L,R,FA,91.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-147,113,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,141,30,L,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-88,147,L,R,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,29,95,R,L,CU,82.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,88,-65,R,R,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-158,-104,R,R,SL,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-117,-204,R,R,CU,81.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-11,117,R,L,FA,96.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-105,8,R,L,CH,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-5,152,R,R,FA,95.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,29,82,R,R,CU,84.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,47,60,R,R,CU,85.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-88,-91,R,R,CU,84.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-123,-152,R,R,CU,85.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-123,-186,R,R,CU,87.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-117,-156,R,R,CH,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-58,56,R,R,SL,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,123,56,R,L,CU,81.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-5,0,R,R,SL,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,135,-17,R,R,CH,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-123,-86,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-141,-178,R,R,FA,96.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-82,-82,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-52,-60,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-123,-139,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-135,17,R,R,FA,95.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-129,-191,R,R,CU,85.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,152,-43,R,R,CU,85.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,5,126,R,R,CH,86.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-117,-65,R,R,CU,84.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-152,8,R,R,FA,94.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,135,56,R,L,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,47,-47,R,L,FA,95.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-117,-100,R,R,CU,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-141,-173,R,R,CU,84.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-182,-86,R,R,CU,87.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-11,-143,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-94,-17,R,R,CH,90.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-100,52,R,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-158,139,R,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-17,-100,R,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,105,56,R,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-94,52,R,R,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-158,78,R,R,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-176,-173,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-82,-65,R,R,CH,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,170,126,R,L,CH,88.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-5,-182,R,L,FA,100.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,129,69,R,L,FA,101.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-64,-147,R,R,SL,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Strike,-105,-78,R,R,SL,89.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-5,147,L,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,-111,117,L,L,FA,92.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Home,Ball,23,-156,L,L,FA,93.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-111,-73,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-158,-69,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-158,8,R,R,FA,99.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-170,-34,R,R,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-70,0,R,L,FA,98.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-105,-100,R,R,FA,97.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-164,-73,R,R,FA,99.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Ball,-64,-195,R,R,CU,86.0
Vic Carapazza,cee54eb0-bd41-4183-9f68-bbbb0a68bbeb,Away,Strike,-41,-86,R,R,CU,87.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-164,-34,L,R,CU,76.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,70,130,L,R,FA,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Strike,-147,-8,L,R,CU,76.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-152,-130,L,R,CH,85.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-152,-52,L,R,CH,84.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-58,-173,L,R,CU,76.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-64,-169,L,R,CH,85.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Ball,182,-108,L,R,FA,91.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Strike,-88,-39,L,R,FA,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Ball,76,-186,L,R,SL,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Strike,94,-78,L,L,FA,92.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Strike,-82,-69,L,L,FA,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Ball,-111,-117,L,L,FA,91.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Ball,94,-156,L,L,SL,89.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Strike,-94,-104,L,R,FA,91.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Strike,-52,-73,L,R,SL,89.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-88,-169,L,R,CH,83.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-82,156,L,R,FA,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Strike,-147,-39,L,R,CH,83.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-64,-152,L,R,CH,83.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-5,143,L,R,FA,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,111,130,L,R,FA,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-176,-165,L,R,FA,91.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Strike,76,86,L,R,SL,89.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Strike,-111,73,L,L,FA,90.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Ball,-35,160,L,L,FA,92.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Home,Ball,170,-147,L,R,SL,89.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Strike,76,43,R,L,FA,95.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Strike,76,-39,R,L,FA,97.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,176,73,R,L,FA,97.0
Scott Barry,d46f53fa-955b-4474-8728-7a60b114e2a8,Away,Ball,-152,-121,R,L,SL,89.0
